userId,movieId,rating
312,312,2
313,313,3
314,314,5
315,315,4
316,316,3
317,317,2
318,318,3
319,319,5
320,320,2
321,321,1
322,322,5
326,326,2
327,327,2
329,329,4
330,330,5
331,331,2
332,332,3
333,333,3
334,334,2
335,335,4
336,336,5
337,337,4
338,338,5
339,339,3
340,340,5
341,341,4
342,342,3
343,343,4
344,344,2
345,345,2
346,346,5
347,347,1
348,348,3
349,349,5
350,350,5
351,351,3
363,363,1
364,364,2
377,377,2
378,378,5
379,379,2
380,380,1
381,381,4
383,383,3
387,387,3
388,388,3
389,389,5
390,390,4
391,391,4
392,392,2
393,393,2
395,395,2
396,396,4
397,397,1
398,398,4
400,400,3
401,401,5
402,402,5
403,403,1
404,404,2
405,405,4
406,406,5
407,407,3
408,408,3
409,409,4
410,410,4
411,411,5
414,414,2
415,415,4
419,419,5
421,421,2
422,422,4
423,423,2
424,424,3
425,425,1
426,426,2
427,427,2
428,428,3
429,429,3
430,430,2
431,431,3
433,433,5
434,434,1
435,435,3
436,436,3
437,437,4
438,438,3
439,439,4
440,440,4
441,441,1
442,442,3
445,445,4
446,446,2
451,451,2
452,452,4
453,453,3
454,454,2
455,455,2
457,457,4
458,458,3
459,459,5
460,460,1
462,462,2
464,464,1
465,465,5
466,466,3
467,467,4
468,468,5
469,469,1
470,470,5
471,471,2
473,473,3
475,475,4
476,476,3
479,479,2
480,480,2
481,481,2
482,482,2
483,483,5
488,488,4
489,489,4
490,490,3
491,491,2
492,492,3
493,493,3
494,494,4
496,496,3
497,497,4
499,499,1
500,500,2
501,501,4
502,502,2
503,503,1
504,504,3
505,505,5
506,506,1
507,507,5
508,508,1
509,509,5
510,510,4
511,511,3
512,512,1
513,513,2
521,521,1
522,522,4
523,523,5
524,524,1
525,525,5
526,526,1
527,527,2
530,530,2
531,531,2
532,532,1
533,533,5
534,534,4
535,535,3
536,536,4
537,537,5
538,538,5
539,539,2
540,540,4
541,541,1
542,542,1
543,543,2
544,544,5
546,546,4
547,547,2
548,548,3
549,549,2
550,550,3
551,551,4
552,552,1
553,553,5
554,554,2
555,555,5
557,557,2
558,558,1
559,559,5
560,560,1
561,561,5
562,562,2
563,563,2
564,564,5
565,565,1
567,567,5
568,568,2
570,570,4
571,571,3
572,572,3
573,573,5
574,574,4
575,575,1
576,576,3
577,577,5
578,578,2
579,579,5
580,580,5
581,581,2
582,582,4
583,583,5
584,584,2
585,585,2
586,586,2
587,587,5
588,588,4
590,590,4
591,591,2
592,592,3
593,593,4
594,594,2
595,595,4
596,596,4
597,597,2
598,598,3
599,599,5
600,600,1
601,601,3
602,602,1
603,603,2
604,604,3
605,605,4
606,606,2
607,607,5
608,608,2
609,609,1
612,612,2
613,613,3
614,614,4
615,615,5
616,616,4
617,617,2
618,618,3
619,619,5
620,620,5
621,621,5
622,622,4
623,623,3
624,624,5
625,625,2
626,626,3
627,627,5
628,628,1
629,629,4
630,630,4
631,631,3
632,632,1
633,633,5
634,634,2
635,635,1
636,636,4
637,637,3
638,638,3
639,639,3
640,640,4
641,641,5
642,642,3
643,643,2
644,644,5
646,646,5
647,647,5
648,648,1
649,649,3
650,650,2
651,651,2
652,652,2
653,653,1
654,654,5
655,655,3
657,657,4
658,658,4
659,659,5
660,660,2
661,661,4
662,662,4
663,663,1
664,664,3
665,665,3
666,666,5
667,667,4
668,668,5
669,669,4
670,670,5
671,671,5
672,672,5
673,673,2
674,674,2
675,675,5
676,676,4
677,677,1
678,678,2
679,679,4
680,680,2
681,681,3
682,682,1
685,685,2
686,686,5
687,687,3
688,688,3
689,689,3
690,690,1
691,691,1
692,692,2
693,693,3
694,694,3
695,695,1
696,696,1
697,697,5
698,698,5
699,699,2
700,700,2
701,701,4
702,702,5
703,703,1
704,704,2
705,705,4
706,706,1
707,707,1
708,708,1
709,709,2
710,710,4
711,711,5
712,712,2
713,713,1
714,714,5
742,742,5
743,743,2
744,744,3
745,745,5
746,746,1
747,747,5
750,750,3
751,751,3
752,752,2
753,753,5
754,754,4
755,755,4
756,756,3
757,757,2
758,758,3
759,759,5
760,760,4
761,761,3
762,762,1
763,763,4
764,764,4
765,765,2
766,766,4
767,767,4
768,768,5
769,769,1
770,770,4
771,771,4
772,772,5
773,773,3
774,774,2
775,775,3
776,776,1
777,777,5
778,778,1
779,779,3
780,780,4
781,781,3
782,782,4
783,783,2
784,784,1
785,785,2
786,786,4
787,787,1
788,788,4
789,789,2
790,790,2
791,791,4
792,792,1
793,793,1
794,794,2
795,795,3
796,796,2
797,797,1
798,798,1
799,799,5
800,800,5
801,801,5
802,802,4
803,803,5
804,804,2
805,805,4
806,806,2
807,807,4
808,808,3
809,809,2
810,810,1
811,811,3
812,812,4
813,813,2
814,814,1
815,815,2
816,816,4
817,817,4
818,818,3
819,819,3
820,820,1
821,821,5
822,822,4
823,823,3
824,824,2
825,825,3
826,826,4
827,827,2
828,828,5
829,829,2
830,830,5
831,831,5
832,832,1
833,833,4
834,834,5
835,835,2
836,836,4
837,837,3
838,838,5
839,839,2
840,840,3
841,841,1
842,842,3
843,843,2
844,844,2
845,845,4
846,846,3
847,847,3
848,848,2
849,849,5
850,850,1
851,851,4
852,852,2
853,853,1
854,854,2
855,855,3
856,856,1
857,857,1
858,858,5
859,859,4
860,860,1
861,861,5
862,862,4
863,863,1
864,864,4
865,865,5
866,866,3
867,867,4
868,868,5
869,869,5
870,870,2
871,871,3
872,872,1
873,873,2
874,874,4
875,875,5
877,877,5
878,878,2
879,879,1
880,880,1
881,881,5
882,882,5
883,883,1
884,884,2
885,885,1
886,886,2
887,887,5
888,888,2
889,889,3
890,890,5
891,891,2
892,892,5
893,893,2
894,894,1
895,895,3
896,896,5
897,897,5
898,898,3
899,899,4
900,900,2
901,901,1
902,902,2
903,903,2
904,904,5
905,905,3
906,906,1
907,907,1
908,908,3
909,909,2
910,910,3
911,911,3
912,912,2
913,913,1
914,914,4
916,916,2
917,917,4
918,918,2
919,919,4
920,920,1
921,921,2
922,922,4
923,923,3
924,924,1
925,925,5
926,926,5
927,927,1
928,928,2
929,929,1
930,930,5
931,931,2
932,932,1
933,933,2
934,934,1
935,935,2
936,936,4
938,938,3
939,939,3
940,940,5
941,941,2
942,942,5
943,943,3
944,944,1
946,946,5
947,947,1
948,948,3
949,949,4
950,950,1
951,951,5
953,953,4
954,954,3
955,955,4
956,956,4
957,957,2
961,961,1
962,962,5
963,963,2
964,964,2
965,965,1
966,966,3
967,967,1
968,968,1
975,975,1
976,976,5
977,977,4
978,978,4
979,979,4
980,980,1
981,981,5
982,982,4
983,983,4
984,984,5
985,985,5
986,986,1
987,987,5
988,988,3
989,989,2
990,990,5
991,991,2
992,992,5
993,993,3
994,994,3
995,995,2
996,996,2
1018,1018,4
1023,1023,3
1024,1024,3
1039,1039,2
1040,1040,1
1049,1049,5
1050,1050,5
1051,1051,3
1052,1052,2
1058,1058,5
1059,1059,5
1073,1073,2
1075,1075,2
1088,1088,1
1089,1089,3
1090,1090,4
1091,1091,2
1092,1092,5
1093,1093,1
1103,1103,5
1114,1114,4
1115,1115,3
1116,1116,4
1123,1123,3
1124,1124,4
1125,1125,1
1126,1126,3
1127,1127,1
1162,1162,4
1163,1163,2
1164,1164,4
1165,1165,1
1213,1213,5
1244,1244,3
1245,1245,1
1246,1246,4
1247,1247,5
1248,1248,5
1249,1249,2
1250,1250,2
1251,1251,4
1252,1252,4
1253,1253,4
1254,1254,2
1255,1255,2
1256,1256,4
1257,1257,3
1259,1259,3
1260,1260,3
1262,1262,2
1263,1263,5
1264,1264,2
1265,1265,3
1266,1266,4
1267,1267,1
1268,1268,1
1269,1269,5
1271,1271,1
1272,1272,1
1273,1273,1
1277,1277,2
1278,1278,1
1279,1279,4
1280,1280,1
1281,1281,5
1282,1282,1
1283,1283,3
1284,1284,4
1285,1285,1
1294,1294,3
1358,1358,4
1359,1359,2
1360,1360,1
1361,1361,5
1362,1362,4
1363,1363,5
1364,1364,1
1365,1365,4
1366,1366,2
1367,1367,3
1368,1368,2
1369,1369,2
1370,1370,3
1371,1371,4
1372,1372,4
1373,1373,3
1374,1374,5
1375,1375,5
1376,1376,1
1377,1377,5
1378,1378,2
1379,1379,2
1380,1380,4
1381,1381,3
1382,1382,3
1386,1386,2
1387,1387,3
1388,1388,2
1389,1389,4
1391,1391,5
1392,1392,5
1393,1393,4
1394,1394,2
1396,1396,1
1397,1397,3
1398,1398,4
1402,1402,2
1403,1403,3
1404,1404,5
1405,1405,4
1406,1406,4
1407,1407,1
1408,1408,4
1410,1410,4
1411,1411,1
1412,1412,1
1413,1413,1
1414,1414,5
1415,1415,5
1416,1416,5
1417,1417,1
1418,1418,4
1419,1419,4
1420,1420,3
1421,1421,2
1422,1422,5
1423,1423,2
1424,1424,4
1426,1426,3
1427,1427,1
1428,1428,2
1429,1429,1
1430,1430,5
1433,1433,5
1435,1435,1
1436,1436,2
1437,1437,3
1438,1438,4
1439,1439,3
1440,1440,3
1441,1441,2
1442,1442,1
1443,1443,5
1444,1444,5
1448,1448,3
1450,1450,3
1452,1452,4
1479,1479,2
1480,1480,5
1481,1481,2
1482,1482,3
1483,1483,2
1484,1484,4
1485,1485,2
1487,1487,2
1488,1488,1
1490,1490,4
1491,1491,3
1492,1492,5
1493,1493,5
1494,1494,4
1495,1495,4
1496,1496,3
1497,1497,4
1498,1498,5
1499,1499,1
1523,1523,4
1534,1534,1
1535,1535,4
1537,1537,4
1538,1538,5
1539,1539,5
1540,1540,3
1541,1541,3
